  Title : TRcurve_5mm_SDS_750nm_10secInt_1
  Version : 2 972 M
  Revision : 12 bits ADC
  Date : 2019-10-11
  Time : 09:18:57
  Author : Unknown
  Company : Unknown
  Contents :
1.838392 14
1.844499 14
1.850607 19
1.856715 25
1.862822 18
1.868930 14
1.875037 17
1.881145 19
1.887253 14
1.893360 10
1.899468 12
1.905576 16
1.911683 9
1.917791 24
1.923898 14
1.930006 19
1.936114 12
1.942221 17
1.948329 28
1.954436 24
1.960544 18
1.966652 14
1.972759 20
1.978867 16
1.984975 21
1.991082 16
1.997190 25
2.003297 17
2.009405 24
2.015513 16
2.021620 14
2.027728 19
2.033835 15
2.039943 10
2.046051 23
2.052158 22
2.058266 16
2.064374 18
2.070481 12
2.076589 17
2.082696 22
2.088804 33
2.094912 14
2.101019 16
2.107127 31
2.113234 19
2.119342 18
2.125450 17
2.131557 15
2.137665 16
2.143773 19
2.149880 18
2.155988 22
2.162095 22
2.168203 23
2.174311 15
2.180418 12
2.186526 17
2.192633 14
2.198741 13
2.204849 20
2.210956 27
2.217064 18
2.223171 13
2.229279 17
2.235387 19
2.241494 31
2.247602 16
2.253710 12
2.259817 32
2.265925 19
2.272032 28
2.278140 19
2.284248 18
2.290355 15
2.296463 22
2.302570 19
2.308678 24
2.314786 19
2.320893 14
2.327001 18
2.333109 26
2.339216 20
2.345324 20
2.351431 26
2.357539 22
2.363647 26
2.369754 23
2.375862 8
2.381969 16
2.388077 18
2.394185 15
2.400292 18
2.406400 18
2.412508 28
2.418615 22
2.424723 21
2.430830 23
2.436938 22
2.443046 24
2.449153 24
2.455261 19
2.461368 17
2.467476 22
2.473584 19
2.479691 25
2.485799 15
2.491907 18
2.498014 19
2.504122 21
2.510229 29
2.516337 23
2.522445 5
2.528552 19
2.534660 21
2.540767 18
2.546875 13
2.552983 12
2.559090 22
2.565198 19
2.571305 17
2.577413 17
2.583521 20
2.589628 20
2.595736 15
2.601844 17
2.607951 19
2.614059 20
2.620166 25
2.626274 20
2.632382 28
2.638489 20
2.644597 29
2.650704 17
2.656812 23
2.662920 18
2.669027 15
2.675135 15
2.681243 18
2.687350 14
2.693458 17
2.699565 17
2.705673 23
2.711781 12
2.717888 20
2.723996 18
2.730103 15
2.736211 18
2.742319 18
2.748426 14
2.754534 15
2.760642 21
2.766749 14
2.772857 27
2.778964 16
2.785072 21
2.791180 13
2.797287 21
2.803395 15
2.809502 18
2.815610 20
2.821718 16
2.827825 14
2.833933 17
2.840041 12
2.846148 10
2.852256 15
2.858363 20
2.864471 16
2.870579 29
2.876686 19
2.882794 23
2.888901 14
2.895009 19
2.901117 25
2.907224 30
2.913332 21
2.919439 24
2.925547 19
2.931655 20
2.937762 12
2.943870 20
2.949978 18
2.956085 18
2.962193 22
2.968300 16
2.974408 13
2.980516 23
2.986623 21
2.992731 23
2.998838 20
3.004946 13
3.011054 17
3.017161 22
3.023269 19
3.029377 26
3.035484 14
3.041592 24
3.047699 30
3.053807 18
3.059915 20
3.066022 22
3.072130 10
3.078237 19
3.084345 19
3.090453 16
3.096560 12
3.102668 23
3.108776 15
3.114883 10
3.120991 18
3.127098 19
3.133206 19
3.139314 20
3.145421 14
3.151529 15
3.157636 22
3.163744 17
3.169852 25
3.175959 24
3.182067 16
3.188174 11
3.194282 21
3.200390 16
3.206497 14
3.212605 18
3.218713 25
3.224820 21
3.230928 23
3.237035 20
3.243143 20
3.249251 24
3.255358 17
3.261466 21
3.267573 26
3.273681 20
3.279789 17
3.285896 16
3.292004 18
3.298112 18
3.304219 20
3.310327 24
3.316434 21
3.322542 21
3.328650 15
3.334757 18
3.340865 13
3.346972 19
3.353080 19
3.359188 20
3.365295 13
3.371403 22
3.377511 17
3.383618 25
3.389726 16
3.395833 19
3.401941 12
3.408049 18
3.414156 19
3.420264 19
3.426371 10
3.432479 18
3.438587 22
3.444694 18
3.450802 12
3.456910 20
3.463017 19
3.469125 11
3.475232 16
3.481340 23
3.487448 20
3.493555 19
3.499663 16
3.505770 21
3.511878 17
3.517986 21
3.524093 18
3.530201 22
3.536308 20
3.542416 18
3.548524 14
3.554631 15
3.560739 14
3.566847 26
3.572954 23
3.579062 12
3.585169 23
3.591277 23
3.597385 17
3.603492 21
3.609600 19
3.615707 15
3.621815 20
3.627923 21
3.634030 18
3.640138 26
3.646246 15
3.652353 26
3.658461 18
3.664568 14
3.670676 23
3.676784 19
3.682891 18
3.688999 15
3.695106 17
3.701214 27
3.707322 21
3.713429 23
3.719537 19
3.725645 13
3.731752 23
3.737860 20
3.743967 30
3.750075 32
3.756183 24
3.762290 29
3.768398 34
3.774505 45
3.780613 59
3.786721 67
3.792828 100
3.798936 99
3.805044 141
3.811151 165
3.817259 166
3.823366 216
3.829474 269
3.835582 277
3.841689 304
3.847797 356
3.853904 360
3.860012 402
3.866120 437
3.872227 435
3.878335 522
3.884442 494
3.890550 446
3.896658 522
3.902765 517
3.908873 500
3.914981 483
3.921088 525
3.927196 536
3.933303 441
3.939411 440
3.945519 470
3.951626 455
3.957734 414
3.963841 362
3.969949 373
3.976057 353
3.982164 347
3.988272 316
3.994380 324
4.000487 291
4.006595 276
4.012702 275
4.018810 287
4.024918 300
4.031025 284
4.037133 267
4.043240 279
4.049348 277
4.055456 255
4.061563 255
4.067671 279
4.073779 248
4.079886 227
4.085994 219
4.092101 204
4.098209 220
4.104317 211
4.110424 219
4.116532 199
4.122639 184
4.128747 203
4.134855 171
4.140962 170
4.147070 163
4.153178 143
4.159285 156
4.165393 165
4.171500 172
4.177608 145
4.183716 152
4.189823 153
4.195931 170
4.202038 130
4.208146 118
4.214254 114
4.220361 122
4.226469 144
4.232576 111
4.238684 117
4.244792 104
4.250899 104
4.257007 92
4.263115 105
4.269222 103
4.275330 95
4.281437 99
4.287545 96
4.293653 95
4.299760 99
4.305868 98
4.311975 90
4.318083 92
4.324191 89
4.330298 65
4.336406 84
4.342514 89
4.348621 71
4.354729 82
4.360836 71
4.366944 73
4.373052 65
4.379159 75
4.385267 78
4.391374 67
4.397482 83
4.403590 75
4.409697 77
4.415805 74
4.421913 76
4.428020 58
4.434128 55
4.440235 80
4.446343 70
4.452451 61
4.458558 68
4.464666 73
4.470773 66
4.476881 53
4.482989 58
4.489096 63
4.495204 62
4.501312 62
4.507419 50
4.513527 61
4.519634 44
4.525742 49
4.531850 52
4.537957 38
4.544065 56
4.550172 51
4.556280 55
4.562388 62
4.568495 56
4.574603 39
4.580710 33
4.586818 50
4.592926 45
4.599033 48
4.605141 42
4.611249 44
4.617356 36
4.623464 35
4.629571 46
4.635679 51
4.641787 46
4.647894 48
4.654002 48
4.660109 36
4.666217 47
4.672325 44
4.678432 38
4.684540 46
4.690648 40
4.696755 33
4.702863 47
4.708970 41
4.715078 36
4.721186 42
4.727293 37
4.733401 35
4.739508 37
4.745616 28
4.751724 42
4.757831 35
4.763939 30
4.770047 23
4.776154 33
4.782262 32
4.788369 36
4.794477 33
4.800585 31
4.806692 31
4.812800 36
4.818907 29
4.825015 32
4.831123 39
4.837230 31
4.843338 30
4.849446 45
4.855553 36
4.861661 32
4.867768 24
4.873876 34
4.879984 27
4.886091 27
4.892199 29
4.898306 37
4.904414 32
4.910522 24
4.916629 35
4.922737 34
4.928844 26
4.934952 27
4.941060 31
4.947167 27
4.953275 34
4.959383 26
4.965490 22
4.971598 27
4.977705 37
4.983813 28
4.989921 24
4.996028 28
5.002136 32
5.008243 28
5.014351 30
5.020459 42
5.026566 22
5.032674 26
5.038782 21
5.044889 30
5.050997 17
5.057104 21
5.063212 33
5.069320 20
5.075427 20
5.081535 31
5.087642 21
5.093750 27
5.099858 19
5.105965 31
5.112073 19
5.118181 15
5.124288 20
5.130396 23
5.136503 22
5.142611 19
5.148719 26
5.154826 19
5.160934 21
5.167041 27
5.173149 28
5.179257 24
5.185364 25
5.191472 22
5.197579 25
5.203687 21
5.209795 22
5.215902 22
5.222010 24
5.228118 30
5.234225 31
5.240333 26
5.246440 22
5.252548 17
5.258656 23
5.264763 28
5.270871 19
5.276978 16
5.283086 19
5.289194 18
5.295301 29
5.301409 22
5.307517 22
5.313624 21
5.319732 24
5.325839 25
5.331947 22
5.338055 15
5.344162 19
5.350270 19
5.356377 20
5.362485 12
5.368593 18
5.374700 14
5.380808 33
5.386916 23
5.393023 31
5.399131 15
5.405238 16
5.411346 16
5.417454 22
5.423561 15
5.429669 20
5.435776 28
5.441884 13
5.447992 19
5.454099 19
5.460207 20
5.466315 15
5.472422 23
5.478530 22
5.484637 20
5.490745 27
5.496853 15
5.502960 24
5.509068 15
5.515175 25
5.521283 19
5.527391 24
5.533498 26
5.539606 16
5.545713 25
5.551821 19
5.557929 21
5.564036 16
5.570144 19
5.576252 18
5.582359 20
5.588467 17
5.594574 26
5.600682 13
5.606790 19
5.612897 16
5.619005 16
5.625112 18
5.631220 16
5.637328 23
5.643435 25
5.649543 24
5.655651 18
5.661758 24
5.667866 16
5.673973 6
5.680081 26
5.686189 18
5.692296 20
5.698404 18
5.704511 24
5.710619 15
5.716727 11
5.722834 23
5.728942 21
5.735050 26
5.741157 19
5.747265 26
5.753372 24
5.759480 17
5.765588 13
5.771695 19
5.777803 19
5.783910 20
5.790018 20
5.796126 23
5.802233 21
5.808341 26
5.814449 22
5.820556 16
5.826664 19
5.832771 27
5.838879 23
5.844987 18
5.851094 24
5.857202 19
5.863309 25
5.869417 13
5.875525 32
5.881632 23
5.887740 14
5.893847 18
5.899955 31
5.906063 25
5.912170 18
5.918278 24
5.924386 36
5.930493 32
5.936601 29
5.942708 17
5.948816 26
5.954924 27
5.961031 31
5.967139 29
5.973246 31
5.979354 23
5.985462 14
5.991569 34
5.997677 41
6.003785 40
6.009892 27
6.016000 34
6.022107 42
6.028215 36
6.034323 46
6.040430 44
6.046538 42
6.052645 34
6.058753 41
6.064861 18
6.070968 29
6.077076 24
6.083184 24
6.089291 24
6.095399 32
6.101506 35
6.107614 26
6.113722 32
6.119829 23
6.125937 31
6.132044 27
6.138152 23
6.144260 25
6.150367 26
6.156475 23
6.162583 28
6.168690 26
6.174798 24
6.180905 29
6.187013 25
6.193121 26
6.199228 28
6.205336 27
6.211443 22
6.217551 24
6.223659 19
6.229766 22
6.235874 25
6.241981 25
6.248089 27
6.254197 23
6.260304 28
6.266412 20
6.272520 27
6.278627 22
6.284735 18
6.290842 20
6.296950 25
6.303058 17
6.309165 19
6.315273 20
6.321380 27
6.327488 32
6.333596 19
6.339703 17
6.345811 22
6.351919 32
6.358026 23
6.364134 20
6.370241 20
6.376349 26
6.382457 22
6.388564 19
6.394672 19
6.400779 23
6.406887 16
6.412995 14
6.419102 22
6.425210 18
6.431318 19
6.437425 18
6.443533 25
6.449640 16
6.455748 30
6.461856 21
6.467963 21
6.474071 15
6.480178 21
6.486286 23
6.492394 19
6.498501 29
6.504609 17
6.510717 28
6.516824 24
6.522932 25
6.529039 24
6.535147 21
6.541255 24
6.547362 23
6.553470 25
6.559577 14
6.565685 21
6.571793 22
6.577900 14
6.584008 27
6.590115 22
6.596223 17
6.602331 20
6.608438 20
6.614546 21
6.620654 26
6.626761 20
6.632869 37
6.638976 19
6.645084 30
6.651192 30
6.657299 19
6.663407 18
6.669514 13
6.675622 18
6.681730 12
6.687837 27
6.693945 21
6.700053 19
6.706160 23
6.712268 22
6.718375 15
6.724483 23
6.730591 20
6.736698 17
6.742806 21
6.748913 19
6.755021 25
6.761129 25
6.767236 19
6.773344 18
6.779452 26
6.785559 21
6.791667 12
6.797774 19
6.803882 25
6.809990 19
6.816097 19
6.822205 23
6.828312 18
6.834420 17
6.840528 20
6.846635 19
6.852743 14
6.858851 29
6.864958 18
6.871066 23
6.877173 21
6.883281 16
6.889389 16
6.895496 16
6.901604 27
6.907711 26
6.913819 18
6.919927 16
6.926034 12
6.932142 23
6.938249 19
6.944357 13
6.950465 19
6.956572 12
6.962680 20
6.968788 23
6.974895 16
6.981003 17
6.987110 32
6.993218 13
6.999326 19
7.005433 31
7.011541 16
7.017648 20
7.023756 22
7.029864 18
7.035971 14
7.042079 18
7.048187 14
7.054294 12
7.060402 15
7.066509 15
7.072617 25
7.078725 23
7.084832 25
7.090940 15
7.097047 18
7.103155 20
7.109263 24
7.115370 27
7.121478 24
7.127586 17
7.133693 16
7.139801 18
7.145908 21
7.152016 19
7.158124 24
7.164231 13
7.170339 16
7.176446 12
7.182554 25
7.188662 14
7.194769 18
7.200877 20
7.206984 22
7.213092 21
7.219200 20
7.225307 21
7.231415 22
7.237523 13
7.243630 15
7.249738 19
7.255845 18
7.261953 24
7.268061 15
7.274168 25
7.280276 17
7.286383 27
7.292491 20
7.298599 16
7.304706 22
7.310814 21
7.316922 16
7.323029 26
7.329137 15
7.335244 8
7.341352 24
7.347460 11
7.353567 24
7.359675 15
7.365782 28
7.371890 13
7.377998 14
7.384105 20
7.390213 20
7.396321 18
7.402428 19
7.408536 14
7.414643 24
7.420751 26
7.426859 23
7.432966 11
7.439074 21
7.445181 17
7.451289 20
7.457397 26
7.463504 20
7.469612 18
7.475720 21
7.481827 12
7.487935 21
7.494042 13
7.500150 27
7.506258 14
7.512365 25
7.518473 19
7.524580 26
7.530688 12
7.536796 20
7.542903 13
7.549011 16
7.555118 19
7.561226 19
7.567334 19
7.573441 22
7.579549 26
7.585657 13
7.591764 21
7.597872 8
7.603979 17
7.610087 12
7.616195 15
7.622302 25
7.628410 20
7.634517 22
7.640625 23
7.646733 26
7.652840 14
7.658948 16
7.665056 18
7.671163 15
7.677271 22
7.683378 22
7.689486 17
7.695594 16
7.701701 6
7.707809 18
7.713916 21
7.720024 17
7.726132 22
7.732239 14
7.738347 8
7.744455 19
7.750562 21
7.756670 21
7.762777 22
7.768885 23
7.774993 22
7.781100 19
7.787208 18
7.793315 24
7.799423 17
7.805531 27
7.811638 15
7.817746 20
7.823854 22
7.829961 22
7.836069 15
7.842176 18
7.848284 17
7.854392 19
7.860499 18
7.866607 18
7.872714 19
7.878822 16
7.884930 22
7.891037 21
7.897145 19
7.903252 22
7.909360 25
7.915468 18
7.921575 19
7.927683 23
7.933791 19
7.939898 20
7.946006 21
7.952113 17
7.958221 23
7.964329 23
7.970436 15
7.976544 23
7.982651 15
7.988759 16
7.994867 15
8.000974 15
8.007082 16
8.013190 18
8.019297 15
8.025405 16
8.031512 18
8.037620 21
8.043728 15
8.049835 21
8.055943 19
8.062050 17
8.068158 11
8.074266 9
8.080373 15
8.086481 20
8.092589 22
8.098696 26
8.104804 19
8.110911 18
8.117019 14
8.123127 22
8.129234 19
8.135342 14
8.141449 11
8.147557 22
8.153665 15
8.159772 17
8.165880 15
8.171988 19
8.178095 14
8.184203 16
8.190310 21
8.196418 17
8.202526 18
8.208633 26
8.214741 22
8.220848 17
8.226956 13
8.233064 17
8.239171 21
8.245279 21
8.251386 23
8.257494 16
8.263602 9
8.269709 14
8.275817 19
8.281925 20
8.288032 20
8.294140 14
8.300247 11
8.306355 29
8.312463 24
8.318570 16
8.324678 23
8.330785 15
8.336893 12
8.343001 14
8.349108 20
8.355216 8
8.361324 19
8.367431 18
8.373539 19
8.379646 14
8.385754 21
8.391862 15
8.397969 11
8.404077 13
8.410184 24
8.416292 15
8.422400 22
8.428507 21
8.434615 20
8.440723 17
8.446830 17
8.452938 22
8.459045 16
8.465153 17
8.471261 20
8.477368 17
8.483476 19
8.489583 19
8.495691 17
8.501799 22
8.507906 16
8.514014 19
8.520122 17
8.526229 19
8.532337 16
8.538444 18
8.544552 20
8.550660 15
8.556767 21
8.562875 16
8.568982 26
8.575090 21
8.581198 14
8.587305 14
8.593413 16
8.599520 17
8.605628 14
8.611736 24
8.617843 52
8.623951 93
8.630059 187
8.636166 406
8.642274 778
8.648381 1367
8.654489 2286
8.660597 3999
8.666704 6679
8.672812 9520
8.678919 13856
8.685027 22454
8.691135 33599
8.697242 44838
8.703350 60343
8.709458 80416
8.715565 99074
8.721673 108056
8.727780 114412
8.733888 131737
8.739996 135381
8.746103 134605
8.752211 138402
8.758318 147738
8.764426 148678
8.770534 142179
8.776641 135776
8.782749 143086
8.788857 135541
8.794964 124533
8.801072 117432
8.807179 113525
8.813287 104299
8.819395 90138
8.825502 78541
8.831610 76435
8.837717 68174
8.843825 60630
8.849933 56943
8.856040 56076
8.862148 54563
8.868255 48445
8.874363 44433
8.880471 46517
8.886578 44047
8.892686 42721
8.898794 42698
8.904901 43951
8.911009 44229
8.917116 42297
8.923224 39851
8.929332 42618
8.935439 40459
8.941547 37234
8.947654 37251
8.953762 38158
8.959870 37342
8.965977 34821
8.972085 32826
8.978193 34098
8.984300 32837
8.990408 30212
8.996515 29081
9.002623 29306
9.008731 28285
9.014838 25883
9.020946 24028
9.027053 24592
9.033161 23043
9.039269 21575
9.045376 21113
9.051484 21308
9.057592 21762
9.063699 19590
9.069807 18264
9.075914 19093
9.082022 18443
9.088130 17063
9.094237 16933
9.100345 17168
9.106452 17362
9.112560 15821
9.118668 14978
9.124775 15830
9.130883 14977
9.136991 13894
9.143098 13874
9.149206 14128
9.155313 13965
9.161421 13113
9.167529 12329
9.173636 12901
9.179744 12413
9.185851 11978
9.191959 11461
9.198067 12012
9.204174 11614
9.210282 11108
9.216389 10581
9.222497 11103
9.228605 10648
9.234712 9834
9.240820 9859
9.246928 10070
9.253035 10154
9.259143 9331
9.265250 8891
9.271358 9295
9.277466 8750
9.283573 8308
9.289681 8333
9.295788 8522
9.301896 8376
9.308004 7944
9.314111 7484
9.320219 7967
9.326327 7549
9.332434 7156
9.338542 6927
9.344649 7106
9.350757 7011
9.356865 6619
9.362972 6345
9.369080 6662
9.375187 6322
9.381295 6084
9.387403 5957
9.393510 6197
9.399618 5969
9.405726 5706
9.411833 5433
9.417941 5758
9.424048 5591
9.430156 5147
9.436264 4942
9.442371 5179
9.448479 5316
9.454586 4909
9.460694 4543
9.466802 4855
9.472909 4816
9.479017 4435
9.485125 4486
9.491232 4639
9.497340 4475
9.503447 4299
9.509555 3974
9.515663 4172
9.521770 4078
9.527878 3835
9.533985 3733
9.540093 3970
9.546201 3858
9.552308 3652
9.558416 3516
9.564523 3657
9.570631 3476
9.576739 3239
9.582846 3302
9.588954 3469
9.595062 3255
9.601169 3149
9.607277 3078
9.613384 3171
9.619492 3035
9.625600 2821
9.631707 2824
9.637815 2881
9.643922 2869
9.650030 2716
9.656138 2585
9.662245 2782
9.668353 2614
9.674461 2504
9.680568 2465
9.686676 2461
9.692783 2526
9.698891 2275
9.704999 2234
9.711106 2303
9.717214 2294
9.723321 1996
9.729429 2087
9.735537 2197
9.741644 2164
9.747752 2062
9.753860 1858
9.759967 1958
9.766075 1963
9.772182 1856
9.778290 1880
9.784398 1840
9.790505 1867
9.796613 1763
9.802720 1664
9.808828 1777
9.814936 1645
9.821043 1637
9.827151 1590
9.833259 1641
9.839366 1667
9.845474 1539
9.851581 1426
9.857689 1573
9.863797 1390
9.869904 1432
9.876012 1402
9.882119 1447
9.888227 1431
9.894335 1335
9.900442 1307
9.906550 1392
9.912657 1277
9.918765 1248
9.924873 1204
9.930980 1260
9.937088 1256
9.943196 1234
9.949303 1046
9.955411 1108
9.961518 1119
9.967626 1029
9.973734 1034
9.979841 1078
9.985949 1053
9.992056 1033
9.998164 971
10.004272 1022
10.010379 981
10.016487 914
10.022595 955
10.028702 889
10.034810 892
10.040917 911
10.047025 881
10.053133 881
10.059240 795
10.065348 829
10.071455 776
10.077563 881
10.083671 768
10.089778 767
10.095886 743
10.101994 783
10.108101 747
10.114209 670
10.120316 711
10.126424 783
10.132532 711
10.138639 635
10.144747 618
10.150854 692
10.156962 644
10.163070 649
10.169177 643
10.175285 671
10.181393 615
10.187500 599
10.193608 579
10.199715 624
10.205823 596
10.211931 568
10.218038 546
10.224146 565
10.230253 553
10.236361 521
10.242469 521
10.248576 484
10.254684 527
10.260791 500
10.266899 464
10.273007 465
10.279114 485
10.285222 479
10.291330 463
10.297437 450
10.303545 409
10.309652 410
10.315760 400
10.321868 386
10.327975 417
10.334083 410
10.340190 322
10.346298 349
10.352406 406
10.358513 360
10.364621 367
10.370729 355
10.376836 376
10.382944 352
10.389051 356
10.395159 350
10.401267 327
10.407374 335
10.413482 362
10.419589 319
10.425697 342
10.431805 332
10.437912 286
10.444020 305
10.450128 275
10.456235 284
10.462343 297
10.468450 305
10.474558 248
10.480666 245
10.486773 268
10.492881 258
10.498988 220
10.505096 240
10.511204 248
10.517311 239
10.523419 264
10.529527 260
10.535634 248
10.541742 223
10.547849 233
10.553957 218
10.560065 248
10.566172 231
10.572280 177
10.578387 209
10.584495 212
10.590603 219
10.596710 211
10.602818 188
10.608925 196
10.615033 213
10.621141 203
10.627248 195
10.633356 182
10.639464 193
10.645571 185
10.651679 142
10.657786 157
10.663894 188
10.670002 171
10.676109 184
10.682217 157
10.688324 154
10.694432 169
10.700540 140
10.706647 150
10.712755 179
10.718863 146
10.724970 150
10.731078 143
10.737185 142
10.743293 167
10.749401 139
10.755508 146
10.761616 154
10.767723 159
10.773831 138
10.779939 130
10.786046 143
10.792154 139
10.798262 109
10.804369 122
10.810477 135
10.816584 153
10.822692 126
10.828800 123
10.834907 139
10.841015 124
10.847122 109
10.853230 133
10.859338 107
10.865445 124
10.871553 108
10.877660 124
10.883768 112
10.889876 93
10.895983 118
10.902091 116
10.908199 109
10.914306 102
10.920414 86
10.926521 83
10.932629 96
10.938737 97
10.944844 91
10.950952 109
10.957059 80
10.963167 102
10.969275 82
10.975382 88
10.981490 104
10.987598 81
10.993705 85
10.999813 70
11.005920 78
11.012028 83
11.018136 87
11.024243 91
11.030351 70
11.036458 71
11.042566 79
11.048674 63
11.054781 74
11.060889 73
11.066997 85
11.073104 62
11.079212 70
11.085319 55
11.091427 71
11.097535 57
11.103642 80
11.109750 53
11.115857 61
11.121965 56
11.128073 60
11.134180 63
11.140288 60
11.146396 63
11.152503 63
11.158611 55
11.164718 58
11.170826 47
11.176934 47
11.183041 57
11.189149 57
11.195256 43
11.201364 48
11.207472 75
11.213579 64
11.219687 49
11.225794 53
11.231902 65
11.238010 47
11.244117 57
11.250225 45
11.256333 57
11.262440 53
11.268548 29
11.274655 46
11.280763 61
11.286871 41
11.292978 28
11.299086 47
11.305193 47
11.311301 39
11.317409 37
11.323516 40
11.329624 45
11.335732 48
11.341839 52
11.347947 38
11.354054 40
11.360162 46
11.366270 44
11.372377 33
11.378485 36
11.384592 33
11.390700 41
11.396808 29
11.402915 28
11.409023 38
11.415131 30
11.421238 41
11.427346 48
11.433453 40
11.439561 35
11.445669 42
11.451776 32
11.457884 31
11.463991 36
11.470099 45
11.476207 36
11.482314 32
11.488422 42
11.494530 23
11.500637 31
11.506745 42
11.512852 32
11.518960 34
11.525068 32
11.531175 31
11.537283 32
11.543390 31
11.549498 33
11.555606 30
11.561713 31
11.567821 29
11.573928 29
11.580036 26
11.586144 30
11.592251 26
11.598359 26
11.604467 27
11.610574 24
11.616682 25
11.622789 28
11.628897 26
11.635005 32
11.641112 26
11.647220 30
11.653327 27
11.659435 21
11.665543 26
11.671650 15
11.677758 32
11.683866 26
11.689973 30
11.696081 27
11.702188 33
11.708296 21
11.714404 27
11.720511 26
11.726619 33
11.732726 32
11.738834 21
11.744942 29
11.751049 25
11.757157 29
11.763265 24
11.769372 23
11.775480 23
11.781587 21
11.787695 29
11.793803 22
11.799910 19
11.806018 19
